Emrakul,Halimar Depth,Serum Powder,Shelldock Isle,Shadwborn Apostle,Max Mulliagan,Exile Emrakul,Exile Shelldock Isle,Lose,Turn 4,Turn 5,Turn 4 + Turn 5 - Lose,Turn 6,Turn 7,Turn 8,Turn 9
4,4,1,2,45,3,2,1,28.89,6.85999,12.64,-9.39001,14.62,14.8799,12.5599,9.55
3,3,2,2,46,3,0,1,28.4999,6.61,12.49,-9.3999,14.43,14.84,13.1,10.03
3,2,1,2,48,2,2,0,27.96,6.21,12.35,-9.4,15.64,15.57,12.87,9.4
4,3,1,2,46,3,3,0,28.52,6.78,12.32,-9.42,14.19,14.7999,12.9899,10.41
3,2,1,2,48,2,2,1,27.9399,6.18999,12.32,-9.42991,15.58,15.7099,12.92,9.34
2,3,0,2,49,1,0,1,32.89,7.21,16.25,-9.43,18.38,13.83,7.71,3.73
2,3,2,2,47,2,0,1,29.6599,6.7,13.51,-9.4499,16.49,15.09,11.29,7.27
4,0,2,4,46,2,3,2,26.59,2.37,14.77,-9.45,16.31,16.83,13.2099,9.92
3,3,2,2,46,3,1,0,28.64,6.7,12.4799,-9.4601,14.44,14.76,13.0899,9.87999
2,0,3,4,47,2,0,0,29.94,5.02999,15.44,-9.47001,16.79,15.49,10.56,6.74
4,3,1,2,46,3,3,1,28.42,6.75,12.19,-9.48,14.17,14.87,13.17,10.43
1,2,0,4,49,3,0,0,35.79,8.59,17.71,-9.49,16.11,11.69,7.10999,3
3,1,3,3,46,2,0,1,28.77,5.93,13.35,-9.49,15.2999,14.94,12.35,9.36
4,0,1,4,47,3,3,3,25.38,1.77,14.12,-9.49,16.23,16.35,15.36,10.78
2,3,0,2,49,1,1,0,33.03,7.17,16.37,-9.49,18.23,13.77,7.64,3.78
4,1,1,3,47,3,0,2,27.13,5.08,12.55,-9.5,14.4999,15.54,14.34,10.86
4,1,3,4,44,1,0,1,32.3,6.49,16.31,-9.5,15.8799,11.81,9.77,7.43999
3,1,3,3,46,2,0,0,28.77,5.89,13.38,-9.5,15.36,15,12.31,9.29
3,1,3,3,46,2,1,1,28.82,5.97999,13.33,-9.51001,15.2999,15.01,12.24,9.32
4,4,0,2,46,2,2,1,29.02,6.8,12.7,-9.52,15.9399,15.28,11.83,8.43
4,4,0,2,46,2,3,1,28.97,6.81999,12.6299,-9.52011,16,15.27,11.81,8.51
4,0,1,4,47,3,2,3,25.46,1.73999,14.18,-9.54001,16.2599,16.22,15.29,10.85
2,3,2,2,47,2,0,0,29.68,6.7,13.43,-9.55,16.61,15.06,11.18,7.34
4,0,3,4,45,3,3,1,27.0899,2.79,14.74,-9.5599,15.47,15.09,14.34,10.4899
4,1,3,3,45,3,3,1,28.32,5.76,13,-9.56,13.99,14.64,13.51,10.79
2,1,0,3,50,1,1,2,32.33,6.15,16.6199,-9.5601,18.57,14.24,8.34,3.76
4,1,3,4,44,1,1,0,32.36,6.54,16.25,-9.57,15.8,11.89,9.87,7.29
4,3,1,2,46,3,2,0,28.5999,6.74,12.28,-9.5799,14.11,14.77,13.08,10.42
4,0,2,4,46,3,3,0,26.16,2.28,14.2999,-9.5801,15.87,15.75,14.9799,10.66
2,3,0,2,49,1,1,1,33.07,7.14,16.34,-9.59,18.32,13.62,7.76,3.74
4,4,0,2,46,2,0,0,28.99,6.87,12.53,-9.59,16.05,15.28,11.85,8.44
4,1,2,3,46,3,2,0,27.67,5.37,12.7099,-9.5901,14.21,15.1299,14.09,10.82
1,3,0,3,49,3,0,0,34.66,7.88,17.18,-9.6,17.01,12.19,7.53999,3.54
4,0,1,4,47,3,3,2,25.4199,1.77,14.04,-9.6099,16.23,16.23,15.4599,10.85
2,3,3,3,45,1,0,1,34.8499,8.28,16.95,-9.6199,15.7099,11.32,7.75,5.13
2,3,0,2,49,1,0,0,33.16,7.18,16.35,-9.63,18.13,13.7199,7.68999,3.78
4,1,2,3,46,2,2,2,28.12,5.56,12.93,-9.63,15.07,15.0799,12.93,10.2999
4,3,3,4,42,0,3,3,38.92,12.0499,17.24,-9.6301,10.93,8.72,6.78,5.35
4,1,1,3,47,2,2,2,27.5899,5.19,12.76,-9.6399,15.37,15.86,13.16,10.0599
4,3,0,2,47,2,2,1,28.63,6.55,12.44,-9.64,15.76,14.96,12.54,9.12
3,1,3,3,46,2,1,0,28.86,6.01,13.2099,-9.6401,15.32,14.8999,12.31,9.39
4,4,0,2,46,2,2,0,28.9399,6.65,12.64,-9.6499,16.18,15.32,11.85,8.43
2,1,0,3,50,1,0,1,32.44,6.21,16.58,-9.65,18.57,14.18,8.33,3.67999
2,1,0,3,50,1,1,0,32.32,6.17,16.5,-9.65,18.61,14.26,8.41,3.73
2,3,2,2,47,2,1,0,29.67,6.56,13.4599,-9.6501,16.58,15.12,11.35,7.27
4,3,4,3,42,1,0,2,33.9899,8.6,15.73,-9.6599,13.94,10.74,9.28,7.72999
2,1,0,3,50,1,0,0,32.37,6.12,16.59,-9.66,18.63,14.14,8.34,3.8
2,3,2,2,47,2,1,1,29.7099,6.77,13.27,-9.6699,16.36,15.18,11.32,7.39
4,2,2,3,45,1,1,0,32.47,7.39,15.4,-9.68,14.68,12.0499,10.17,7.84
4,4,0,2,46,2,1,0,29.04,6.78,12.58,-9.68,16.09,15.18,11.87,8.45999
2,4,4,3,43,3,0,0,32.1299,7.72999,14.7199,-9.68001,15.02,13.2399,10.31,6.85999
4,0,1,4,47,3,2,2,25.46,1.73999,14.04,-9.68001,16.25,16.2599,15.52,10.72
4,0,2,4,46,3,3,1,26.33,2.3,14.34,-9.69,15.89,15.76,14.84,10.53
2,2,4,3,45,1,0,2,34.21,8.2,16.31,-9.7,14.74,11.34,8.89,6.32
3,4,2,2,45,2,2,0,29.81,7.04999,13.0599,-9.70011,15.8799,14.52,11.35,8.34
4,3,0,2,47,2,0,1,28.7499,6.68,12.36,-9.7099,15.72,15.1299,12.35,9.01
2,3,3,3,45,1,0,0,34.87,8.27,16.89,-9.71,15.82,11.2199,7.79,5.14
4,3,0,2,47,2,3,1,28.74,6.59,12.44,-9.71,15.83,15,12.34,9.06
2,2,4,3,45,1,1,2,34.18,8.27,16.2,-9.71,14.78,11.42,8.86,6.3
2,4,4,3,43,3,1,1,32.26,7.73999,14.77,-9.75001,14.8299,13.3099,10.23,6.87
2,3,3,3,45,1,1,1,34.96,8.23,16.96,-9.77,15.73,11.16,7.85,5.11
2,1,0,3,50,1,1,1,32.4,6.06999,16.56,-9.77001,18.6,14.2499,8.41,3.71999
4,3,0,2,47,2,2,0,28.72,6.47,12.47,-9.78,15.82,15.09,12.43,9.02
1,1,0,4,50,3,0,3,34.67,7.8,17.09,-9.78,16.57,12.6299,7.68999,3.55
4,3,1,2,46,3,2,1,28.71,6.72999,12.2,-9.78001,14.0999,14.7,13.2099,10.35
4,0,2,4,46,2,2,2,26.93,2.42,14.71,-9.8,16.27,16.71,13.2099,9.75
4,2,2,3,45,1,0,0,32.43,7.34,15.29,-9.8,14.78,12.06,10.22,7.88
3,0,3,4,46,2,1,1,28.32,3.69999,14.81,-9.81001,16.21,16.21,12.08,8.68
2,0,4,4,46,3,1,1,30.24,5.38,15.0499,-9.8101,15.21,14.31,12.06,7.76
4,1,1,3,47,3,1,2,27.3,4.97999,12.5099,-9.81011,14.4699,15.36,14.45,10.92
3,3,4,3,43,1,0,0,34.43,8.41,16.2,-9.82,14.3999,10.86,8.87,6.83
4,3,0,2,47,2,3,0,28.79,6.52,12.45,-9.82,15.69,15.0799,12.44,9.03
3,0,4,4,45,3,1,1,28.64,4.16,14.66,-9.82,14.95,14.59,13.41,9.58
3,3,0,2,48,1,1,0,31.68,6.89,14.96,-9.83,16.6,13.88,9.95,6.05
3,0,3,4,46,2,1,0,28.31,3.67,14.81,-9.83,16.35,16.33,11.86,8.67
3,0,4,4,45,3,0,1,28.53,4.09,14.6,-9.84,15.15,14.54,13.54,9.54
4,2,2,3,45,1,0,1,32.3799,7.28,15.25,-9.8499,14.84,12.1399,10.25,7.86
3,3,0,2,48,1,0,1,31.66,6.88,14.92,-9.86,16.49,14.09,9.95999,6
4,0,2,4,46,2,2,3,26.9199,2.34,14.7199,-9.86,16.34,16.54,13.2,9.94
2,1,0,3,50,1,0,2,32.49,6.17,16.45,-9.87,18.59,14.26,8.24,3.81
3,0,3,4,46,2,0,0,28.42,3.69999,14.85,-9.87001,16.16,16.21,12.06,8.59
4,1,3,3,45,3,3,0,28.49,5.72999,12.8899,-9.87011,14.03,14.6,13.56,10.7
4,2,2,3,45,1,1,1,32.4,7.29,15.2299,-9.8801,14.7,12.18,10.34,7.86
4,2,4,3,43,1,2,0,33.17,7.93,15.35,-9.89,13.91,11.36,10.13,8.16
2,4,2,2,46,3,1,1,29.39,6.45,13.04,-9.9,15.58,15.27,12.07,8.21
4,3,0,2,47,2,0,0,28.83,6.61999,12.31,-9.90001,15.57,14.92,12.54,9.21
4,2,4,3,43,1,2,1,33.12,7.89,15.3299,-9.9001,13.93,11.42,10.03,8.28
3,4,2,2,45,3,0,0,29.4599,6.79,12.74,-9.9299,14.5499,14.7,12.44,9.32
4,3,0,2,47,2,1,0,28.95,6.58,12.44,-9.93,15.75,14.81,12.3899,9.08
2,3,3,3,45,1,1,0,35.0999,8.30999,16.85,-9.93991,15.6599,11.23,7.72,5.13
1,1,0,4,50,3,0,2,34.9,7.77,17.19,-9.94,16.5,12.59,7.61,3.44
4,3,0,2,47,2,1,1,28.86,6.6,12.32,-9.94,15.75,15.03,12.49,8.95
3,1,1,3,48,1,2,0,30.54,5.76,14.84,-9.94,16.7,14.01,11.06,7.09
1,1,0,4,50,3,0,1,34.87,7.77999,17.15,-9.94001,16.33,12.68,7.7,3.5
3,3,0,2,48,1,2,1,31.6699,7,14.69,-9.9799,16.56,14.18,9.9,5.99
2,4,2,2,46,3,1,0,29.4599,6.47,13.01,-9.9799,15.39,15.24,12.21,8.21999
2,1,2,3,48,1,1,1,32.67,6.79,15.9,-9.98,16.82,13.16,9.3,5.36
1,1,0,4,50,3,0,0,34.86,7.67,17.2,-9.99,16.56,12.6299,7.58,3.5
2,1,2,3,48,1,1,0,32.7,6.77,15.9399,-9.9901,16.7,13.0599,9.34,5.51
4,4,4,4,40,0,3,2,39.89,12.65,17.24,-10,10.81,8.1,6.26,5.05
3,0,4,4,45,3,0,0,28.67,4.15,14.52,-10,14.99,14.7199,13.42,9.52
2,1,2,3,48,1,0,0,32.7,6.78,15.92,-10,16.56,13.16,9.37999,5.48999
3,3,0,2,48,1,2,0,31.7599,6.94,14.81,-10.0099,16.47,14.11,9.92,6
4,1,1,3,47,2,3,0,27.92,5.17,12.74,-10.01,15.5,15.72,13,9.95
1,2,1,3,49,3,0,2,34.72,7.87,16.83,-10.02,16.43,12.78,7.77999,3.59999
3,0,2,4,47,1,2,3,29.7599,3.42,16.3,-10.0399,18.15,14.16,10.89,7.33
2,4,4,4,42,2,0,0,35.3399,8.76,16.54,-10.0399,16.12,11.91,7.03,4.3
4,1,3,3,45,2,2,2,29.02,5.93,13.05,-10.04,14.63,14.43,12.62,10.2999
4,0,2,4,46,3,2,0,26.57,2.32,14.21,-10.04,15.65,15.58,15.03,10.63
2,4,4,3,43,3,1,0,32.43,7.67,14.71,-10.05,14.99,13.1399,10.19,6.88
2,4,4,4,42,2,1,1,35.31,8.76,16.48,-10.07,16.09,12,7.09,4.27
2,4,4,4,42,2,1,0,35.26,8.62,16.57,-10.07,16.17,12.03,7.04,4.31
4,4,3,4,41,0,3,3,39.72,12.43,17.21,-10.08,11.24,8.19,6.23,4.97999
4,0,2,4,46,3,2,1,26.64,2.34,14.2199,-10.0801,15.65,15.61,14.86,10.69
2,4,4,3,43,3,0,1,32.3799,7.66,14.63,-10.0899,14.84,13.34,10.28,6.87
3,1,2,3,47,1,2,0,30.98,6.02,14.87,-10.09,15.8799,13.6,11.03,7.63
2,0,4,4,46,3,0,0,30.39,5.3,15,-10.09,15.2299,14.17,12.13,7.77
3,0,3,4,46,2,0,1,28.36,3.67999,14.58,-10.10001,16.23,16.28,12.0499,8.82
3,4,2,2,45,2,2,1,30.08,6.92,13.0599,-10.1001,15.69,14.58,11.43,8.26
2,0,4,4,46,3,0,1,30.39,5.39,14.8999,-10.1001,15.28,14.27,12.07,7.7
2,4,2,2,46,3,0,1,29.43,6.47999,12.8399,-10.11011,15.43,15.29,12.13,8.39
4,0,3,4,45,3,2,0,27.52,2.82,14.57,-10.13,15.19,15.01,14.26,10.63
3,1,2,3,47,1,2,1,31.0199,6.01,14.8799,-10.13,16.06,13.5,10.89,7.64
4,1,1,3,47,3,1,0,27.43,4.93,12.37,-10.13,14.5499,15.52,14.2999,10.9
3,1,4,3,45,1,2,2,31.8699,6.89,14.84,-10.1399,14.28,12.4799,11.05,8.6
2,4,4,4,42,1,1,2,37.9,9.5,18.25,-10.15,15.2,9.37,5.93,3.85
3,1,1,3,48,1,2,1,30.72,5.71,14.86,-10.15,16.61,14.17,10.84,7.08
4,0,4,4,44,3,3,1,28.27,3.35,14.77,-10.15,15.11,14.44,13.65,10.42
4,1,1,3,47,3,0,0,27.47,4.9,12.41,-10.16,14.4999,15.57,14.27,10.8799
3,2,1,2,48,2,1,1,28.54,6.13,12.25,-10.16,15.4,15.34,12.97,9.37999
3,4,2,2,45,3,1,0,29.59,6.78,12.64,-10.17,14.4699,14.64,12.4799,9.39
3,3,0,2,48,1,0,0,31.85,6.93,14.75,-10.17,16.53,14.14,9.81,6
2,4,3,3,44,1,0,2,35.31,8.38,16.75,-10.18,15.9399,11.21,7.52,4.89
4,0,3,4,45,3,2,1,27.5,2.78,14.54,-10.18,15.19,15.01,14.32,10.65
3,0,4,4,45,3,1,0,28.77,4.12,14.4699,-10.1801,15.06,14.5499,13.44,9.59
3,3,4,3,43,1,0,1,34.5899,8.34,16.06,-10.1899,14.41,10.82,8.9,6.89
2,4,3,3,44,1,1,2,35.37,8.34,16.84,-10.19,15.85,11.15,7.53,4.93
3,4,2,2,45,3,1,1,29.53,6.75,12.59,-10.19,14.68,14.66,12.46,9.32
4,1,1,3,47,2,3,1,28.03,5.08,12.76,-10.19,15.5099,15.64,13.13,9.85
3,3,4,3,43,1,1,1,34.63,8.23,16.2,-10.2,14.38,10.97,8.74,6.85999
2,0,4,4,46,3,1,0,30.49,5.28,15,-10.21,15.1,14.36,12.07,7.7
4,1,1,3,47,3,0,1,27.46,4.95,12.3,-10.21,14.56,15.44,14.45,10.84
4,3,4,4,41,0,2,3,39.41,12.25,16.93,-10.23,10.4899,8.46999,6.95,5.5
3,3,4,3,43,1,1,0,34.61,8.33,16.04,-10.24,14.5499,10.84,8.76,6.85999
4,1,3,3,45,3,2,1,28.6899,5.60999,12.83,-10.24991,13.81,14.42,13.65,10.9799
4,1,2,3,46,2,3,0,28.56,5.41,12.9,-10.25,15.06,15.2299,12.76,10.08
2,2,4,4,44,1,0,0,37.22,8.98,17.99,-10.25,14.94,9.61,6.75,4.52
4,1,4,3,44,3,2,2,29.58,6.25,13.07,-10.26,13.3099,13.8,13.15,10.84
4,1,4,3,44,2,3,2,30.03,6.38,13.3899,-10.2601,14.14,13.61,12.1,10.35
4,1,1,3,47,3,1,1,27.5299,4.96,12.3,-10.2699,14.48,15.5099,14.43,10.79
3,2,1,2,48,2,0,0,28.58,6.15,12.16,-10.27,15.29,15.43,12.97,9.43
4,3,3,4,42,0,3,2,39.4,11.91,17.22,-10.27,10.83,8.58,6.72999,5.34
3,2,2,2,47,3,2,0,28.38,6.22,11.89,-10.27,13.9,15.1,13.81,10.7
2,4,4,4,42,2,0,1,35.41,8.7,16.4399,-10.2701,16.08,11.95,7.08,4.34
2,4,2,2,46,3,0,0,29.5999,6.35,12.97,-10.2799,15.42,15.25,12.11,8.3
2,1,2,3,48,1,0,1,32.82,6.7,15.84,-10.28,16.71,13.0899,9.29,5.54
4,1,3,3,45,3,2,0,28.79,5.68,12.83,-10.28,13.91,14.43,13.62,10.75
2,4,4,4,42,1,0,2,38.06,9.42,18.35,-10.29,15.14,9.36,5.81,3.86999
2,2,4,4,44,1,1,0,37.26,8.91,18.05,-10.3,14.86,9.55,6.8,4.56999
4,1,0,3,48,2,1,1,27.65,4.82,12.53,-10.3,15.4799,16.31,13.4899,9.73
3,1,1,3,48,1,1,2,30.84,5.64,14.89,-10.31,16.48,14.18,10.91,7.04999
3,3,0,2,48,1,1,1,31.84,6.90999,14.62,-10.31001,16.52,14.11,9.98,6.03
2,1,3,3,47,1,1,2,32.79,7.07,15.4099,-10.3101,15.85,12.83,9.78,6.27
2,1,3,3,47,1,0,2,32.83,7.06,15.4599,-10.3101,15.69,12.85,9.84,6.27
3,4,2,2,45,3,0,1,29.57,6.72999,12.52,-10.32001,14.67,14.76,12.43,9.31
3,4,0,2,47,1,0,0,32.16,7.04,14.7999,-10.3201,16.36,13.94,9.79,5.91
3,2,2,2,47,3,2,1,28.37,6.23,11.81,-10.33,14,15.14,13.63,10.81
4,2,3,3,44,1,0,2,33.05,7.64,15.0799,-10.3301,13.95,11.78,10.32,8.18
4,0,4,4,44,3,3,0,28.31,3.38,14.59,-10.34,15.1299,14.56,13.7,10.32
4,2,3,3,44,1,1,2,33.06,7.55,15.17,-10.34,14,11.67,10.28,8.27
3,2,1,2,48,2,1,0,28.61,6.11,12.15,-10.35,15.4599,15.44,12.8799,9.36
4,1,1,3,47,2,2,0,28.01,5.1,12.55,-10.36,15.37,15.9,13.08,9.99
2,3,4,3,44,1,0,2,35.41,8.45999,16.59,-10.36001,14.84,10.92,8.08,5.7
4,4,3,4,41,0,3,2,39.94,12.3899,17.19,-10.3601,11.17,8.12,6.25,4.93
3,4,0,2,47,1,1,1,32.19,6.95,14.8799,-10.3601,16.22,14.0699,9.71999,5.96
4,1,1,3,47,2,2,1,28.07,5.09,12.61,-10.37,15.2999,15.73,13.2099,9.98
4,2,4,4,42,0,3,3,38.53,11.35,16.8,-10.38,10.66,9.13999,7.55,5.97999
3,1,4,3,45,2,0,2,30.09,6.41,13.29,-10.39,14.35,14.09,12.01,9.76
3,0,2,4,47,1,2,2,30.08,3.47,16.22,-10.39,18.05,14.1499,10.86,7.17
4,0,1,4,47,3,3,0,26.06,1.76,13.9,-10.4,15.92,16.16,15.43,10.77
2,2,2,2,48,2,0,1,29.6599,6.37,12.85,-10.4399,16.1899,15.4,11.7,7.84
4,1,2,3,46,2,2,1,28.7499,5.43,12.8799,-10.44,14.8999,15.22,12.67,10.15
4,3,3,4,42,0,2,3,39.43,11.9599,17.03,-10.4401,10.8,8.55,6.9,5.33
3,2,1,2,48,2,0,1,28.63,6.11,12.07,-10.45,15.4599,15.3799,12.8899,9.45
4,4,4,4,40,0,2,3,40.06,12.49,17.1199,-10.4501,10.73,8.02,6.39,5.2
3,3,3,2,45,3,2,1,29.9099,6.92,12.53,-10.4599,13.9,14.18,12.44,10.12
4,1,2,3,46,2,3,1,28.67,5.43999,12.77,-10.46001,14.8999,15.21,12.8099,10.2
3,4,0,2,47,1,1,0,32.15,7.01,14.67,-10.47,16.53,14.1499,9.71,5.79
3,1,1,3,48,1,0,2,30.84,5.64,14.7299,-10.4701,16.43,14.17,11.03,7.16
4,4,1,2,45,3,0,1,29.5999,6.72999,12.37,-10.49991,14.12,14.77,12.62,9.79
2,2,4,4,44,1,1,1,37.28,8.97,17.81,-10.5,14.95,9.81,6.74,4.43
4,0,4,4,44,3,2,1,28.56,3.38,14.67,-10.51,14.82,14.48,13.78,10.2999
4,4,1,2,45,2,3,0,30.18,6.99,12.67,-10.52,15.5,14.4699,11.5,8.69
4,4,1,2,45,3,0,0,29.54,6.84,12.17,-10.53,14.27,14.78,12.54,9.86
2,2,2,2,48,2,1,0,29.75,6.34,12.8799,-10.5301,16.05,15.25,11.88,7.85
2,3,4,3,44,1,1,2,35.3399,8.45,16.34,-10.5499,15.0799,10.9799,8.12999,5.7
4,2,4,3,43,2,0,1,31.4199,7.41,13.4599,-10.55,14.35,13.27,10.99,9.09
2,1,4,3,46,2,0,1,31.18,6.8,13.83,-10.55,15.15,14.06,11.07,7.91
4,4,1,2,45,3,1,0,29.64,6.77,12.32,-10.55,14.2,14.81,12.5599,9.7
4,1,0,3,48,2,2,0,27.72,4.8,12.37,-10.55,15.86,16.29,13.2399,9.71999
4,1,0,3,48,2,0,0,27.79,4.81,12.4,-10.58,15.86,16.06,13.35,9.71999
3,4,0,2,47,1,0,1,32.31,7.01,14.7199,-10.5801,16.42,14.02,9.65,5.87
1,2,1,3,49,3,0,1,35.01,7.79,16.63,-10.59,16.36,12.77,7.84,3.62
2,4,0,2,48,1,1,0,33.32,6.95,15.78,-10.59,17.63,13.9,8.19,4.22
4,0,1,4,47,3,2,0,26.05,1.71,13.75,-10.59,16.03,16.12,15.45,10.9
4,1,0,3,48,2,3,2,27.83,4.79,12.44,-10.6,15.69,16.15,13.3899,9.71
3,1,2,3,47,1,1,2,31.31,5.99,14.71,-10.61,15.69,13.38,11.06,7.86
4,1,0,3,48,2,1,0,27.79,4.8,12.37,-10.62,15.8799,16.29,13.2,9.68
4,1,0,3,48,2,0,1,27.8399,4.76,12.45,-10.6299,15.76,16.2,13.3099,9.67
4,1,0,3,48,2,2,1,27.8899,4.73,12.53,-10.6299,15.68,16.16,13.23,9.78
2,2,4,4,44,1,0,1,37.43,8.91,17.89,-10.63,14.89,9.66,6.72,4.5
3,4,0,2,47,1,2,1,32.3,6.92,14.74,-10.64,16.37,13.95,9.74,5.97999
4,3,4,4,41,0,2,2,39.7,12.19,16.8699,-10.6401,10.4899,8.36,6.88,5.51
3,1,0,3,49,1,1,0,30.81,5.4,14.76,-10.65,17.39,14.77,10.5499,6.32
4,1,0,3,48,2,3,1,27.81,4.76,12.4,-10.65,15.72,16.23,13.26,9.83
4,1,0,3,48,2,3,0,27.91,4.74,12.52,-10.65,15.67,16.17,13.17,9.82
3,1,1,3,48,1,0,1,31.06,5.63,14.77,-10.66,16.46,13.98,10.99,7.1
4,1,2,3,46,2,2,0,28.95,5.43,12.86,-10.66,14.81,15.02,12.72,10.2
3,1,0,3,49,1,1,2,30.86,5.38,14.81,-10.67,17.19,14.68,10.71,6.38
4,1,0,3,48,2,0,2,27.6899,4.68999,12.32,-10.67991,15.82,16.37,13.37,9.75
4,0,1,4,47,3,3,1,26.08,1.69,13.71,-10.68,16.09,16.24,15.39,10.79
4,0,1,4,47,3,2,1,26.09,1.63,13.78,-10.68,15.9399,16.2,15.52,10.84
3,3,2,2,46,2,1,0,30.08,6.74,12.65,-10.69,15.22,14.31,11.93,9.07
3,1,4,3,45,2,1,2,30.06,6.22,13.15,-10.69,14.57,14.03,12.09,9.87999
2,2,2,2,48,2,0,0,29.87,6.32999,12.85,-10.69001,15.9899,15.28,11.86,7.82
4,4,1,2,45,3,1,1,29.59,6.7,12.19,-10.7,14.32,14.8999,12.52,9.77
4,4,1,2,45,2,2,1,30.25,7.09,12.45,-10.71,15.4799,14.31,11.7,8.72
2,4,0,2,48,1,1,1,33.36,6.92,15.73,-10.71,17.62,13.96,8.23,4.17
4,4,1,2,45,2,2,0,30.3499,7.04999,12.58,-10.71991,15.4,14.2,11.7,8.70999
3,4,0,2,47,1,2,0,32.4,6.9,14.78,-10.72,16.35,14,9.71999,5.85
4,1,0,3,48,2,1,2,27.88,4.79,12.37,-10.72,15.7,16.2,13.34,9.73
4,2,4,3,43,2,0,0,31.58,7.24999,13.61,-10.72001,14.28,13.2099,10.91,9.15
2,2,2,2,48,2,1,1,29.98,6.32999,12.93,-10.72001,15.8,15.35,11.74,7.88
3,1,1,3,48,1,0,0,31.15,5.68,14.74,-10.73,16.4,13.96,11,7.08
4,1,0,3,48,2,2,2,27.93,4.75,12.45,-10.73,15.6599,16.18,13.37,9.67
4,4,3,4,41,0,2,3,40.03,12.19,17.1,-10.74,11.11,8.23,6.31,5.02999
3,3,2,2,46,2,0,0,29.9599,6.71,12.5099,-10.74,15.2,14.38,12.04,9.19
3,1,4,3,45,3,0,1,29.78,6.1,12.92,-10.76,13.8199,14.16,13.1399,10.08
1,2,0,3,50,2,0,1,36.4499,8.16,17.52,-10.7699,18.11,12.32,5.31,2.13999
4,3,1,2,46,3,0,1,29.4099,6.67,11.97,-10.7699,13.81,14.71,13.03,10.4
3,3,3,2,45,3,2,0,30.14,6.97,12.4,-10.77,13.88,14.06,12.6,9.95
4,4,1,2,45,2,3,1,30.3499,7.02,12.54,-10.7899,15.42,14.4699,11.48,8.72
2,1,4,3,46,2,1,0,31.2099,6.64,13.78,-10.7899,15.09,14.27,11.17,7.82999
4,1,4,4,43,1,0,1,33.62,6.67,16.16,-10.79,15.0499,11.3,9.55,7.63
3,1,1,3,48,1,1,1,31.18,5.67,14.7199,-10.7901,16.53,14.02,10.79,7.09
4,3,1,2,46,3,1,0,29.4399,6.58,12.06,-10.7999,13.8199,14.71,13,10.4
2,4,0,2,48,1,0,1,33.33,6.93,15.6,-10.8,17.74,13.9199,8.33,4.15
3,1,0,3,49,1,2,2,30.9599,5.34,14.81,-10.8099,17.18,14.54,10.9,6.27
4,0,2,4,46,3,1,3,27.08,2.21,14.05,-10.82,15.5599,15.49,14.74,10.87
3,3,2,2,46,2,1,1,30.12,6.76,12.53,-10.83,15.24,14.32,11.89,9.13
1,2,1,3,49,3,0,0,35.16,7.9,16.42,-10.84,16.31,12.74,7.85,3.62
4,2,4,3,43,2,1,1,31.58,7.26,13.48,-10.84,14.19,13.2099,10.96,9.32
4,1,2,3,46,3,0,2,28.53,5.22,12.47,-10.84,13.8899,14.77,13.98,11.1299
1,2,0,3,50,2,0,0,36.53,8.17,17.5,-10.86,18.07,12.24,5.37,2.13
1,2,0,3,50,2,0,2,36.53,7.99,17.68,-10.86,18.16,12.21,5.31999,2.11
4,3,3,4,42,0,2,2,39.78,11.84,17.08,-10.86,10.74,8.49,6.72999,5.31999
3,1,2,3,47,1,0,2,31.4199,6,14.54,-10.8799,15.69,13.38,11.07,7.9
2,0,2,4,48,1,0,2,32.59,4.77,16.9399,-10.8801,18.07,13.35,9.12,5.16
2,1,4,3,46,2,0,0,31.3699,6.69,13.78,-10.8999,15.34,14.18,10.8,7.82999
4,4,2,2,44,3,3,0,30.4599,7.09,12.46,-10.9099,13.87,14.31,12.11,9.7
4,2,4,3,43,2,1,0,31.66,7.3,13.45,-10.91,14.2999,13.13,10.99,9.17
3,1,0,3,49,1,2,1,30.93,5.38,14.64,-10.91,17.4199,14.6499,10.6399,6.34
2,4,0,2,48,1,0,0,33.37,6.90999,15.55,-10.91001,17.74,13.93,8.34,4.15
3,1,3,3,46,1,2,0,31.96,6.32,14.7299,-10.9101,15.0499,12.85,10.99,8.1
4,0,2,4,46,3,0,2,27.04,2.21,13.9199,-10.9101,15.61,15.4599,14.82,10.94
3,1,3,3,46,1,2,1,32.1299,6.39,14.7999,-10.94,15.0799,12.69,10.8799,8.03
4,0,4,4,44,3,2,0,28.82,3.23,14.6499,-10.9401,14.85,14.51,13.68,10.26
4,1,4,4,43,1,1,0,33.7,6.66,16.09,-10.95,15.03,11.33,9.65,7.55
3,1,0,3,49,1,1,1,30.88,5.31999,14.61,-10.95001,17.31,14.78,10.72,6.38
4,0,2,4,46,3,0,3,27.29,2.19,14.14,-10.96,15.54,15.53,14.67,10.6399
1,2,1,4,48,3,0,2,37,8.61,17.43,-10.96,15.6,11.53,6.92,2.93
2,0,2,4,48,1,0,3,32.65,4.71,16.97,-10.97,17.91,13.4699,9.08,5.2
2,1,4,3,46,2,1,1,31.31,6.7,13.6399,-10.9701,15.2299,14.19,10.94,7.97999
3,1,0,3,49,1,0,1,31.0699,5.27,14.82,-10.9799,17.29,14.66,10.54,6.34
3,2,4,3,44,1,1,1,34.03,7.7,15.35,-10.98,14.16,11.35,9.7,7.71
