Emrakul,Halimar Depth,Serum Powder,Shelldock Isle,Shadwborn Apostle,Max Mulliagan,Exile Emrakul,Exile Shelldock Isle,Lose,Turn 4,Turn 5,Turn 4 + Turn 5 - Lose,Turn 6,Turn 7,Turn 8,Turn 9
2,1,3,4,46,2,1,2,27.29,8.36,17.83,-1.1,17.59,14.41,9.13,5.39
3,2,4,3,44,2,2,2,25.84,8.73,16,-1.11,15.9399,13.99,11.16,8.33
2,3,4,4,43,3,1,2,29.03,9.79,18.13,-1.11,15.85,12.73,9.11,5.36
2,1,4,4,45,3,1,3,26.9,8.55,17.23,-1.12,15.87,14.01,10.8,6.64
4,2,4,4,42,1,3,1,29.73,9.48,19.13,-1.12,15.65,10.86,8.72,6.43999
4,2,0,3,47,3,0,1,23.11,7.09,14.89,-1.13,16.38,16.15,13.38,9
4,1,0,4,47,3,3,3,22.4,5.48,15.79,-1.13,17.26,16.48,13.95,8.64999
3,2,4,4,43,2,0,1,27.4,9.12,17.15,-1.13,16.88,13.6699,9.24,6.54
3,2,4,4,43,2,0,0,27.5,9.08,17.29,-1.13,16.64,13.63,9.37999,6.47
4,4,2,3,43,2,1,2,25.9799,8.87,15.97,-1.1399,17.29,14.41,10.18,7.3
2,3,4,4,43,3,0,2,29.07,9.82,18.11,-1.14,15.93,12.87,8.95999,5.25
4,3,3,3,43,2,3,1,26.09,8.89,16.06,-1.14,16.42,14.0699,10.39,8.09
4,4,3,3,42,3,1,2,25.82,8.86,15.82,-1.14,15.4799,14.2199,11.51,8.3
3,3,4,4,42,1,0,3,31.23,10.44,19.65,-1.14,15.76,10.2099,7.46,5.26
4,3,3,3,43,2,3,0,25.94,8.93,15.87,-1.14,16.54,14.21,10.57,7.93
2,4,2,4,44,2,1,3,29.4,9.68,18.55,-1.17,18.35,13.16,7.14999,3.69999
2,4,2,4,44,3,1,1,28.27,9.16,17.94,-1.17,17,13.75,9.16,4.73
2,4,1,4,45,2,1,0,29.07,9.26,18.64,-1.17,18.85,13.6399,7,3.53
2,4,3,4,43,3,1,2,28.83,9.56999,18.09,-1.17001,16.38,13.2,8.95999,4.97
4,2,0,3,47,3,2,1,23.26,7.19999,14.89,-1.17001,16.24,16.08,13.35,8.98
2,1,3,4,46,2,1,3,27.2,8.36,17.6699,-1.1701,17.7,14.35,9.29,5.43
3,3,4,3,43,3,2,0,25.97,8.89,15.9,-1.18,15.4799,14.16,11.5599,8.04
4,2,1,3,46,3,2,0,23.46,7.37,14.91,-1.18,15.83,15.64,13.5,9.28
4,4,4,4,40,1,0,2,31.0699,10.25,19.63,-1.1899,15.8099,10.23,7.47,5.53
4,2,3,3,44,3,2,2,24.58,8.28,15.11,-1.19,14.8999,14.74,12.68,9.71
2,4,2,4,44,2,0,3,29.43,9.5,18.74,-1.19,18.18,13.28,7.12,3.76
4,3,4,3,42,3,3,0,25.95,9.03,15.72,-1.2,14.86,14.05,11.79,8.61
3,4,3,3,43,2,2,0,26.65,8.89,16.56,-1.2,17.33,14.2999,9.68,6.58
4,4,2,3,43,2,0,2,26.14,8.85,16.09,-1.2,17.13,14.37,10.17,7.24
4,2,2,4,44,1,0,2,29.0499,8.85,18.99,-1.2099,16.58,11.58,8.81,6.13
4,1,2,4,45,2,3,0,24.3,6.59,16.5,-1.21,17.28,15.8799,11.39,8.06
4,3,4,4,41,1,0,2,30.6699,10.23,19.22,-1.2199,15.4599,10.33,8.05,6.04
3,3,3,3,44,2,1,2,26.11,8.81,16.08,-1.22,16.93,14.28,10.4,7.39
2,3,2,3,46,2,0,0,26.86,8.57,17.06,-1.23,18.23,14.77,9.24,5.27
2,3,0,2,49,3,1,0,23.86,7.35999,15.26,-1.24001,18.4,16.79,11.69,6.65
4,4,4,3,41,3,2,1,26.3699,9.29,15.83,-1.2499,15.25,13.78,11.24,8.25
4,1,4,4,43,3,2,0,24.74,7.23,16.2599,-1.2501,15.4599,14.7,12.65,8.95999
4,2,0,3,47,3,2,2,23.25,7.02,14.9799,-1.2501,16.2599,16.13,13.44,8.92
3,4,3,3,43,2,2,1,26.6699,8.92,16.49,-1.2599,17.2999,14.2499,9.77,6.6
2,4,3,4,43,3,0,2,28.81,9.47,18.07,-1.27,16.58,13.25,8.99,4.83
4,2,1,4,45,1,0,3,28.9,8.5,19.12,-1.28,17.09,11.84,8.70999,5.85
2,1,1,3,49,3,0,2,23.6699,6.66,15.7,-1.3099,17.64,16.66,12.52,7.16
3,1,4,4,44,2,2,0,26.2799,7.86,17.11,-1.3099,16.7,14.54,10.24,7.27
3,1,4,4,44,2,1,3,26.05,7.84,16.9,-1.31,16.63,14.42,10.62,7.53999
4,1,3,4,44,3,0,2,24.26,6.77,16.18,-1.31,15.75,14.9799,12.95,9.11
2,4,2,4,44,3,0,0,28.38,9.13999,17.93,-1.31001,16.95,13.6,9.2,4.79
2,2,2,3,47,2,0,1,26.22,8.24,16.6699,-1.3101,18.21,15.09,9.77,5.8
2,1,4,4,45,3,0,3,27.0299,8.55999,17.15,-1.31991,15.8099,14.12,10.76,6.56999
4,2,1,4,45,1,1,3,28.86,8.46999,19.07,-1.32001,17.1699,12,8.69,5.75
3,4,3,3,43,3,1,0,25.88,8.6,15.9599,-1.3201,16.12,14.51,11.2,7.73999
2,3,3,4,44,3,1,0,28.64,9.37,17.94,-1.33,16.08,13.53,9.31,5.12
4,2,1,4,45,1,1,2,28.96,8.5,19.13,-1.33,17.05,11.94,8.72,5.7
3,3,4,4,42,1,0,2,31.25,10.2099,19.71,-1.3301,15.8099,10.31,7.44999,5.26
2,2,4,4,44,2,1,3,29.21,9.71999,18.15,-1.34001,16.7,12.94,8.12999,5.14999
2,2,2,3,47,2,0,0,26.19,8.14,16.7,-1.35,18.07,15.31,9.83,5.76
4,1,3,4,44,3,0,3,24.3,6.84,16.11,-1.35,15.62,14.93,12.98,9.22
4,1,2,4,45,2,3,1,24.34,6.56,16.43,-1.35,17.38,15.86,11.45,7.96999
3,1,4,4,44,2,1,2,26.0099,7.8,16.85,-1.3599,16.6,14.4699,10.72,7.56
3,1,4,4,44,2,2,1,26.26,7.89,17.01,-1.36,16.74,14.61,10.26,7.23
4,1,4,4,43,1,3,3,27.82,7.97999,18.48,-1.36001,15.92,12.13,10.13,7.53999
4,2,2,4,44,1,0,3,29.06,8.95,18.74,-1.37,16.52,11.65,8.86,6.22
3,2,4,4,43,1,0,3,30.33,9.77,19.1899,-1.3701,15.68,10.87,8.27,5.88
3,2,4,4,43,2,1,0,27.6399,9.08,17.18,-1.3799,16.77,13.7199,9.21,6.4
4,2,1,4,45,1,0,2,28.89,8.59,18.92,-1.38,17.36,11.89,8.59,5.76
2,1,3,4,46,2,0,2,27.24,8.25,17.61,-1.38,17.6699,14.4699,9.27,5.48999
2,2,2,3,47,2,1,0,26.25,8.1,16.77,-1.38,18.01,15.25,9.89,5.72999
3,4,3,4,42,1,2,1,31.78,10.16,20.23,-1.39,16.74,10.24,6.51,4.35
2,4,2,4,44,2,1,2,29.53,9.42,18.72,-1.39,18.27,13.28,7.19999,3.58
4,2,4,4,42,1,3,0,29.7999,9.49,18.91,-1.3999,15.68,11,8.7,6.41999
2,4,1,4,45,2,0,0,29.18,9.24,18.54,-1.4,18.78,13.8,7.03,3.44
4,4,3,3,42,3,0,2,25.81,8.81,15.6,-1.4,15.61,14.34,11.51,8.32
2,4,1,3,46,2,0,0,26.83,8.35,17.08,-1.4,19.0099,15.17,8.79,4.77
3,3,4,4,42,1,1,2,31.36,10.2999,19.66,-1.4001,15.86,10.22,7.31,5.28
3,3,1,3,46,1,2,2,28.89,8.9,18.57,-1.42,17.5999,12.53,8.35,5.14999
2,1,1,3,49,3,1,2,23.76,6.68,15.6599,-1.4201,17.74,16.46,12.59,7.1
2,4,1,3,46,2,1,0,26.96,8.38,17.15,-1.43,19,15.07,8.82,4.62
3,1,4,4,44,1,2,2,28.7,8.44,18.82,-1.44,16.32,11.83,9.37999,6.51
4,2,2,3,45,3,3,0,24.14,7.77,14.93,-1.44,15.35,15.2,13.08,9.52
3,4,3,3,43,3,0,1,25.94,8.59,15.9,-1.45,15.92,14.53,11.37,7.75
2,4,2,4,44,3,0,1,28.47,9.1,17.9199,-1.4501,16.85,13.79,9.17,4.71
3,1,2,4,46,1,2,2,27.8899,7.55,18.88,-1.4599,17.89,12.8899,9.19,5.71
3,2,4,4,43,2,1,1,27.58,9.01,17.11,-1.46,16.76,13.7,9.22999,6.6
3,4,3,3,43,3,1,1,25.94,8.55,15.93,-1.46,16,14.64,11.26,7.68
4,2,2,4,44,1,1,2,29.23,8.79999,18.97,-1.46001,16.5099,11.65,8.73,6.12
3,4,3,3,43,3,0,0,25.9199,8.5,15.95,-1.4699,16.05,14.5499,11.37,7.64999
2,4,1,3,46,2,0,1,26.91,8.38,17.06,-1.47,18.96,15.25,8.84,4.59
2,3,0,2,49,3,0,0,23.98,7.22,15.29,-1.47,18.39,16.84,11.72,6.56
2,4,2,4,44,2,0,2,29.5499,9.55,18.52,-1.4799,18.25,13.28,7.12,3.71999
2,3,2,3,46,2,1,0,26.97,8.48,17.01,-1.48,18.34,14.74,9.18,5.28
2,3,0,2,49,3,1,1,24,7.28,15.24,-1.48,18.47,16.7,11.73,6.56999
2,3,0,2,49,3,0,1,24.04,7.26,15.28,-1.5,18.32,16.6899,11.79,6.63
3,1,4,4,44,2,0,2,26.1199,7.82,16.79,-1.5099,16.39,14.69,10.6399,7.53999
4,3,3,3,43,3,1,2,25.6299,8.64,15.47,-1.5199,15.25,14.21,11.8999,8.91
4,2,2,3,45,2,3,2,24.9599,8.02,15.42,-1.5199,16.36,14.84,11.57,8.83
4,1,3,4,44,3,1,2,24.2799,6.67,16.08,-1.5299,15.85,15.1,12.87,9.15
4,4,4,3,41,3,2,0,26.55,9.17,15.85,-1.53,15.2999,13.8899,11.14,8.11
3,2,3,3,45,2,2,0,25.5099,8.23,15.74,-1.5399,16.55,14.84,11.21,7.92
4,1,3,4,44,2,3,0,25.13,6.97,16.61,-1.55,16.9199,15.29,11.09,8
2,3,3,4,44,3,1,1,28.64,9.26,17.83,-1.55,16.31,13.54,9.39,5.02999
4,2,2,3,45,3,3,1,24.13,7.68,14.8999,-1.5501,15.44,15.29,13.1,9.47
4,1,4,4,43,3,2,1,24.97,7.14999,16.2599,-1.56011,15.5,14.67,12.59,8.85
2,1,4,4,45,3,0,2,27.16,8.44,17.15,-1.57,15.8099,14.11,10.72,6.61
4,1,1,4,46,2,3,0,24.12,6.18,16.35,-1.59,17.73,16.39,11.4599,7.77999
4,2,3,4,43,1,0,3,29.39,9.12,18.68,-1.59,16.09,11.3,8.82,6.6
2,1,2,4,47,2,0,0,27.01,7.82,17.5999,-1.5901,18.27,15.16,9.13,5.01
2,2,0,4,48,1,1,0,31.9799,9.32,21.06,-1.5999,18.83,10.7,5.34,2.77
4,1,3,4,44,3,1,3,24.43,6.77,16.06,-1.6,15.8,14.81,13.02,9.11
4,2,2,3,45,2,2,2,25,8.04,15.35,-1.61,16.24,15.01,11.66,8.7
2,2,1,4,47,1,0,3,31.94,9.62999,20.7,-1.61001,17.88,10.76,5.88,3.20999
3,2,4,4,43,1,1,3,30.44,9.77,19.05,-1.62,15.7,10.84,8.3,5.92
2,2,2,3,47,2,1,1,26.34,8.21,16.5,-1.63,18.26,15.22,9.78,5.68999
4,2,1,3,46,3,0,2,23.88,7.34,14.91,-1.63,15.64,15.64,13.28,9.3
4,2,4,4,42,2,1,1,27.15,8.69,16.83,-1.63,16.33,13.8,9.81,7.39
4,2,0,4,46,1,0,0,29.08,8.26,19.1899,-1.6301,17.69,12.01,8.45999,5.31999
3,2,2,3,46,2,0,0,25.13,7.75,15.74,-1.64,17.16,15.32,11.2,7.71
4,1,1,4,46,2,3,1,23.99,6.1,16.25,-1.64,17.77,16.37,11.53,7.96999
4,3,3,3,43,3,0,2,25.64,8.6,15.4,-1.64,15.2,14.31,11.98,8.86
2,4,2,3,45,3,0,1,26.36,8.25,16.47,-1.64,16.96,15.02,10.63,6.32
2,1,2,4,47,2,0,1,26.9799,7.82,17.51,-1.6499,18.41,15.03,9.16,5.08
3,2,2,4,45,1,1,0,30.13,9.13,19.35,-1.65,16.96,11.48,7.92,5.02999
2,1,3,4,46,3,1,0,26.6,8.05,16.89,-1.66,16.37,14.68,11.05,6.36
4,3,2,3,44,2,1,2,25.9,8.55999,15.68,-1.66001,16.89,14.2999,10.82,7.86
3,2,3,3,45,2,2,1,25.56,8.12999,15.77,-1.66001,16.7,14.7199,11.11,8
3,2,2,4,45,1,0,0,30.1599,9.04,19.45,-1.6699,17.14,11.29,7.91,5
2,2,0,4,48,1,0,1,32.08,9.24,21.17,-1.67,18.7099,10.69,5.36,2.76
2,2,4,4,44,2,0,3,29.38,9.71,18,-1.67,16.79,12.86,8.17,5.1
4,2,0,4,46,1,0,2,29.09,8.21,19.21,-1.67,17.73,12.09,8.32,5.35
2,3,2,3,46,2,1,1,27.1399,8.63,16.83,-1.6799,18.25,14.71,9.11,5.31
3,4,4,4,41,1,0,3,31.91,10.4899,19.74,-1.6801,15.93,10.11,6.94,4.88
3,2,2,3,46,2,1,0,25.06,7.9,15.4799,-1.6801,17.18,15.44,11.27,7.68999
4,3,2,3,44,2,0,2,25.9,8.55999,15.6599,-1.68011,16.9399,14.31,10.72,7.9
4,1,2,4,45,2,2,0,24.58,6.46,16.43,-1.69,17.28,15.85,11.4,7.99
3,4,3,4,42,1,2,0,31.96,10.25,20.01,-1.7,16.65,10.2,6.64,4.3
4,1,2,4,45,3,0,0,23.82,6.36,15.76,-1.7,15.95,15.5599,13.42,9.12
3,2,4,4,43,1,1,2,30.57,9.71999,19.15,-1.70001,15.8,10.73,8.17,5.87
4,3,3,3,43,2,2,0,26.3699,8.82,15.84,-1.7099,16.33,13.9,10.6399,8.09
3,3,4,3,43,3,1,2,26.3699,8.81,15.85,-1.7099,15.34,13.77,11.49,8.37
4,2,0,4,46,1,1,2,29.09,8.26,19.12,-1.71,17.73,12.12,8.4,5.28
3,4,4,4,41,2,1,1,29.09,9.66,17.72,-1.71,17.24,12.91,8.03,5.35
4,2,3,4,43,1,2,1,29.58,9.13,18.74,-1.71,16.27,11.3,8.72,6.27
2,3,2,3,46,2,0,1,27,8.45,16.84,-1.71,18.44,14.76,9.28,5.22999
4,2,2,3,45,3,2,1,24.41,7.68,15.02,-1.71,15.1299,15.2,13.08,9.49
3,2,2,4,45,1,0,1,30.18,8.99,19.47,-1.72,17.1,11.35,7.92,4.99
3,2,2,3,46,2,0,1,25.1699,7.82,15.6299,-1.72,17.1199,15.32,11.3,7.64999
2,1,1,3,49,3,1,0,23.94,6.56999,15.65,-1.72001,17.57,16.63,12.53,7.12
2,4,2,3,45,3,1,0,26.35,8.12,16.5099,-1.7201,17.05,14.99,10.73,6.25
2,3,3,4,44,3,0,0,28.92,9.29,17.9,-1.73,16.09,13.37,9.31,5.12
2,2,1,4,47,1,1,3,31.9799,9.58,20.66,-1.7399,18.16,10.66,5.85,3.11
4,4,3,3,42,2,2,0,26.83,9.04999,16.04,-1.74001,16.81,13.87,10.13,7.26
4,1,3,4,44,2,3,1,25.29,6.95999,16.59,-1.74001,16.79,15.0799,11.24,8.06
4,1,1,4,46,2,2,0,24.12,6.14,16.23,-1.75,17.75,16.1899,11.7,7.88
2,1,3,4,46,3,1,1,26.61,7.97999,16.88,-1.75001,16.36,14.71,11.07,6.4
4,2,4,4,42,2,0,0,27.26,8.7,16.8,-1.76,16.37,13.74,9.74,7.39
2,2,0,4,48,1,0,3,32.09,9.15,21.18,-1.76,18.59,10.78,5.41,2.8
2,1,4,4,45,3,1,2,27.51,8.48,17.26,-1.77,15.73,13.9,10.6,6.52
4,2,0,4,46,1,0,3,29.12,8.25,19.1,-1.77,17.5999,12.2,8.43,5.29
3,2,2,4,45,1,1,1,30.2599,9.04999,19.43,-1.77991,16.96,11.37,7.81,5.13
4,2,0,4,46,1,2,2,29.0999,8.21999,19.1,-1.77991,17.72,12.22,8.43,5.21
2,2,0,4,48,1,0,0,32.08,9.29,21.01,-1.78,18.8,10.77,5.31999,2.73
4,3,3,3,43,2,2,1,26.38,8.84,15.76,-1.78,16.4,14,10.5499,8.07
3,4,3,3,43,2,0,2,26.97,8.83,16.36,-1.78,17.19,14.09,9.85,6.72
2,2,0,4,48,1,1,2,32.1,9.22,21.0999,-1.7801,18.7099,10.81,5.29,2.76
4,2,1,3,46,3,1,2,23.96,7.28,14.8999,-1.7801,15.77,15.42,13.34,9.34
4,2,3,4,43,1,1,3,29.6099,9.09,18.73,-1.7899,15.83,11.33,8.9,6.51
2,2,1,4,47,1,1,2,32.16,9.47,20.9,-1.79,17.97,10.68,5.75,3.08
2,1,2,4,47,2,1,0,27.18,7.86,17.53,-1.79,18.27,15.2,8.97,4.99
3,3,3,3,44,1,2,2,29.31,9.6,17.9199,-1.7901,16.0099,11.91,8.88,6.38
4,2,0,4,46,1,3,1,29.16,8.2,19.16,-1.8,17.61,12.23,8.42,5.22
4,2,3,4,43,1,0,2,29.63,9.13,18.69,-1.81,15.93,11.23,9.03,6.37
4,2,2,3,45,3,2,0,24.31,7.63,14.87,-1.81,15.4,15.1299,13.13,9.52
4,2,1,3,46,2,3,2,24.67,7.57,15.29,-1.81,16.8,15.4099,11.72,8.53
4,2,3,3,44,2,3,2,25.61,8.34,15.45,-1.82,15.67,14.42,11.51,8.99
4,2,0,4,46,1,3,3,29.14,8.2,19.12,-1.82,17.63,12.31,8.4,5.21
2,3,0,4,47,1,0,3,32.92,9.71999,21.38,-1.82001,18.56,10,4.85,2.58
4,1,3,4,44,2,2,1,25.21,6.94,16.4399,-1.8301,16.78,15.2,11.25,8.18
3,4,4,4,41,2,1,0,29.13,9.54,17.75,-1.84,17.1699,12.97,8.12,5.31999
2,3,3,4,44,3,0,1,28.87,9.31,17.72,-1.84,16.11,13.44,9.4,5.14999
4,1,2,4,45,3,0,1,23.97,6.32999,15.8,-1.84001,16.09,15.43,13.36,9.03
2,1,0,3,50,3,1,0,23.63,6.16,15.6299,-1.8401,18.22,17.33,12.43,6.59
2,2,0,4,48,1,0,2,32.09,9.2,21.04,-1.85,18.75,10.68,5.48,2.77
4,4,3,3,42,1,3,2,29.59,9.89,17.8499,-1.8501,15.6599,11.55,8.86,6.6
4,1,3,4,44,1,3,3,27.6899,7.43,18.4,-1.8599,16.5099,12.52,10.1,7.34
2,2,4,4,44,2,0,2,29.48,9.66,17.95,-1.87,16.61,12.92,8.28,5.1
4,2,3,4,43,1,1,2,29.59,9,18.72,-1.87,15.92,11.32,8.88,6.56
2,2,4,4,44,2,1,2,29.52,9.56999,18.08,-1.87001,16.77,12.86,8.15,5.04
4,2,0,4,46,1,1,3,29.17,8.15,19.1399,-1.8801,17.71,12.16,8.36,5.3
2,2,0,4,48,1,1,3,32.16,9.22999,21.04,-1.89001,18.62,10.78,5.38,2.78
3,3,1,3,46,1,2,0,29.15,8.75,18.5099,-1.8901,17.65,12.5,8.35,5.09
4,3,3,4,42,1,0,1,30.84,9.66,19.27,-1.91,15.98,10.68,7.81,5.76
3,4,4,3,42,3,2,1,26.87,8.94,16.02,-1.91,15.62,13.93,10.9,7.71
4,2,1,4,45,1,1,0,29.26,8.35,19,-1.91,17.13,11.85,8.7,5.72
3,4,2,4,43,1,0,0,31.85,9.95,19.99,-1.91,16.96,10.5499,6.52999,4.15
2,2,0,4,48,1,1,1,32.17,9.31,20.94,-1.92,18.57,10.69,5.46,2.86
3,4,4,4,41,2,0,0,29.28,9.56999,17.79,-1.92001,17.1199,12.91,8.02,5.33
3,3,1,3,46,1,2,1,29.31,8.86,18.5299,-1.9201,17.45,12.41,8.26,5.18
2,1,1,3,49,3,0,1,23.94,6.54,15.47,-1.93,17.62,16.6,12.69,7.14999
4,2,0,4,46,1,1,0,29.2,8.21999,19.05,-1.93001,17.53,12.19,8.43,5.36
3,3,0,3,47,1,2,1,29.29,8.58,18.77,-1.94,18.4,12.64,7.84,4.47
4,1,4,4,43,2,3,1,25.89,7.32,16.63,-1.94,16.48,14.66,10.75,8.27
3,4,3,3,43,2,1,2,27.06,8.86,16.25,-1.95,16.9199,14.13,9.95,6.81999
2,1,3,4,46,3,0,0,26.77,7.89,16.93,-1.95,16.4399,14.57,11.07,6.32
4,2,1,3,46,2,2,2,24.63,7.55,15.1299,-1.9501,16.7,15.58,11.93,8.46999
4,2,0,4,46,1,3,0,29.1899,8.09,19.13,-1.9699,17.8499,12.13,8.36,5.25
2,3,0,4,47,1,1,0,33.11,9.84,21.3,-1.97,18.32,10.01,4.81,2.6
3,4,4,4,41,1,1,3,32.15,10.42,19.7599,-1.9701,15.9399,10.08,6.79,4.87
3,4,1,3,45,1,2,2,29.6099,9.08,18.55,-1.9799,17.5,12.47,7.95,4.84
4,3,3,4,42,1,0,0,30.9599,9.71,19.27,-1.9799,15.9899,10.5,7.92,5.65
3,3,0,3,47,1,0,1,29.32,8.55,18.79,-1.98,18.2,12.75,7.82,4.56
4,2,1,4,45,1,1,1,29.37,8.41,18.98,-1.98,17.07,11.9599,8.48,5.74
4,3,4,3,42,3,2,1,26.33,8.79999,15.55,-1.98001,14.89,13.93,11.65,8.86
4,2,4,4,42,1,2,0,30.2099,9.31,18.91,-1.9899,15.5599,10.79,8.72,6.49
4,4,2,3,43,1,3,2,29.33,9.46,17.88,-1.99,16.24,11.97,8.78,6.32999
4,1,2,4,45,2,2,1,24.74,6.46,16.29,-1.99,17.2999,15.77,11.4,8.04
4,3,4,3,42,3,2,0,26.35,8.89,15.47,-1.99,14.8799,13.77,11.86,8.79
4,1,2,4,45,3,1,1,24.02,6.27999,15.75,-1.99001,16.07,15.39,13.41,9.07
4,1,1,4,46,2,2,1,24.23,6.05,16.18,-2,17.62,16.42,11.62,7.88
2,1,2,4,47,2,1,1,27.1899,7.77,17.4199,-2,18.33,15.14,9.08,5.07
3,3,4,3,43,3,0,2,26.47,8.81,15.65,-2.01,15.19,13.98,11.51,8.38
2,1,3,4,46,3,0,1,26.68,7.89,16.78,-2.01,16.5099,14.63,11.2,6.31
2,1,0,3,50,3,0,0,23.83,6.12,15.7,-2.01,18.21,17.03,12.57,6.55
4,2,0,4,46,1,2,3,29.2,8.26,18.93,-2.01,17.7,12.27,8.42,5.22
2,1,0,3,50,3,0,2,23.69,6.1,15.57,-2.02,18.26,17.11,12.59,6.67
2,2,1,4,47,1,0,2,32.11,9.39,20.69,-2.03,18.12,10.67,5.89,3.13
2,1,1,3,49,3,0,0,24.16,6.56999,15.5599,-2.03011,17.49,16.55,12.5,7.16
4,4,3,4,41,1,1,0,31.48,9.98,19.46,-2.04,16.14,10.45,7.22,5.27
2,4,2,3,45,3,1,1,26.5,8.15,16.31,-2.04,16.97,15.03,10.74,6.31
4,2,0,4,46,1,3,2,29.26,8.28,18.94,-2.04,17.65,12.19,8.43,5.25
4,2,1,3,46,3,1,0,24.05,7.22,14.79,-2.04,15.69,15.65,13.27,9.32
2,1,2,3,48,3,0,2,24.42,6.85999,15.52,-2.04001,16.9199,16.04,12.62,7.62
4,2,4,4,42,2,0,1,27.3399,8.62,16.66,-2.0599,16.42,13.75,9.8,7.39999
3,2,4,3,44,3,2,0,25.8,8.34,15.4,-2.06,15.1,14.28,12.19,8.9
2,3,0,4,47,1,1,3,33.1,9.73,21.31,-2.06,18.65,9.87999,4.71,2.62
2,3,0,4,47,1,1,1,33.06,9.75,21.24,-2.07,18.59,9.98,4.84,2.55
2,1,0,3,50,3,1,2,23.86,6.18999,15.6,-2.07001,18.16,16.99,12.54,6.67
4,2,0,4,46,1,1,1,29.25,8.21999,18.95,-2.08001,17.78,12.16,8.43,5.21
3,4,2,4,43,1,0,1,31.91,9.87,19.95,-2.09,17.2,10.47,6.52,4.08
2,3,0,4,47,1,1,2,33.05,9.78,21.17,-2.1,18.63,10.08,4.76,2.54
3,3,1,3,46,1,0,2,29.2,8.91,18.19,-2.1,17.37,12.53,8.5,5.31
2,1,1,3,49,3,1,1,24.08,6.49,15.49,-2.1,17.56,16.7,12.57,7.1
4,2,4,4,42,2,1,0,27.5,8.63,16.77,-2.1,16.17,13.6399,9.84,7.43999
2,3,0,4,47,1,0,2,33.1,9.62,21.37,-2.11,18.54,9.96999,4.75,2.64
2,4,2,3,45,3,0,0,26.57,8.12999,16.33,-2.11001,16.8699,15.11,10.69,6.29
4,2,0,4,46,1,2,0,29.22,8.1,19.0099,-2.1101,17.91,12.17,8.4,5.18
4,4,2,3,43,2,1,0,26.68,8.79,15.77,-2.12,17.1699,14.34,10.14,7.12
2,3,0,4,47,1,0,0,33.17,9.81,21.24,-2.12,18.45,9.99,4.75,2.59
3,4,4,3,42,3,2,0,27.0299,8.97,15.93,-2.1299,15.72,13.9,10.86,7.58
4,2,3,3,44,3,3,1,25.04,7.87,15.04,-2.13,14.92,14.71,12.79,9.62
4,1,2,4,45,2,0,3,24.9,6.55,16.2,-2.15,17.05,15.58,11.53,8.18
2,2,2,4,46,1,1,3,32.23,9.75,20.32,-2.16,17.14,10.7,6.32999,3.54
2,2,3,3,46,3,1,1,26.13,7.93,16.04,-2.16,16.07,14.91,11.51,7.41
3,3,0,3,47,1,1,1,29.53,8.78,18.59,-2.16,18.04,12.7099,7.86,4.5
4,1,2,4,45,3,1,0,24.06,6.32999,15.57,-2.16001,15.98,15.5099,13.5,9.04999
4,2,0,4,46,1,2,1,29.26,8.15,18.94,-2.17,17.73,12.23,8.45,5.24
3,1,3,4,45,2,1,0,26.05,7.3,16.58,-2.17,17.18,15.1299,10.54,7.21
3,4,2,4,43,1,1,0,31.8799,9.85,19.85,-2.1799,17.08,10.59,6.52999,4.21
4,2,1,3,46,3,1,1,24.0999,7.28,14.64,-2.1799,15.57,15.67,13.28,9.46
3,4,2,4,43,1,1,1,31.96,9.74,20.04,-2.18,17.18,10.52,6.49,4.07
2,2,2,4,46,1,0,3,32.14,9.64,20.32,-2.18,17.25,10.68,6.32999,3.64
3,2,4,4,43,1,0,2,30.84,9.5,19.16,-2.18,15.68,10.71,8.18,5.93
4,2,1,4,45,1,0,1,29.39,8.33,18.87,-2.19,17.25,11.93,8.54,5.68999
2,1,0,3,50,3,0,1,23.95,6.17,15.59,-2.19,18.2,17.08,12.5,6.51
4,1,1,4,46,2,1,3,24.33,5.97999,16.16,-2.19001,17.56,16.2,11.75,8
3,3,4,4,42,1,2,0,32.08,10.24,19.64,-2.2,15.85,10.05,7.13,5.02
3,1,3,4,45,2,0,0,25.95,7.18,16.57,-2.2,17.22,15.21,10.65,7.22
3,3,0,3,47,1,1,2,29.58,8.62,18.7599,-2.2001,18.04,12.6,7.89,4.5
3,3,0,3,47,1,0,0,29.4599,8.5,18.75,-2.2099,18.21,12.8,7.81,4.47
4,1,1,4,46,2,0,3,24.2799,6.02,16.05,-2.2099,17.57,16.31,11.79,7.97999
4,4,3,4,41,1,0,1,31.58,10.01,19.35,-2.22,16.17,10.44,7.19999,5.26
2,1,0,3,50,3,1,1,23.87,6.13,15.52,-2.22,18.39,16.91,12.57,6.61
4,3,3,4,42,1,1,1,31.0699,9.69,19.15,-2.2299,15.8799,10.57,7.82,5.83
2,3,1,4,46,1,0,3,32.97,9.85,20.89,-2.23,18.16,10.04,5.27,2.81
4,2,0,4,46,1,0,1,29.33,8.19,18.91,-2.23,17.69,12.16,8.38,5.34
2,3,1,4,46,1,1,3,33.1,9.9,20.96,-2.24,17.78,10.09,5.3,2.88999
3,4,2,3,44,1,2,2,29.89,9.33,18.32,-2.24,16.98,11.94,8.14,5.4
4,1,3,4,44,2,2,0,25.39,6.79,16.36,-2.24,16.9399,15.36,11.15,8.02
3,3,0,3,47,1,2,0,29.52,8.58,18.69,-2.25,18.15,12.61,7.91,4.53
